"04016005","economy, business and finance/company information/merger, acquisition and takeover","News on mergers, takeovers or acquisitions. "
"04016006","economy, business and finance/company information/analysts' comment","Stock analyst comments, analysis and recommendations. "
"04016007","economy, business and finance/company information/bankruptcy","Actual bankruptcy filings. "
"04016008","economy, business and finance/company information/board of directors (appointment and change)","Appointments to or changes in the board of directors for a company. "
"04016009","economy, business and finance/company information/buyback","Stock buyback programs. This should be kept distinct from Stock Activity (see below). "
"04016010","economy, business and finance/company information/C.E.O. interview","Interviews with Chief Executive Officers. "
"04016011","economy, business and finance/company information/corporate officer","Appointments or changes in corporate officers. "
"04016012","economy, business and finance/company information/corporate profile","Descriptive profiles of companies. "
"04016013","economy, business and finance/company information/contract","Commercial contracts. "
"04016014","economy, business and finance/company information/defence contract","The award of government contracts for defence related activity. "
"04016015","economy, business and finance/company information/dividend announcement","Announcements regarding the disbursement of dividends. "
"04016016","economy, business and finance/company information/earnings forecast","Analyst prediction of company earnings. "
"04016017","economy, business and finance/company information/financially distressed company","Aa company is financially distressed - not yet having filed for bankruptcy. "
"04016018","economy, business and finance/company information/earnings","Any increase of earnings results. "
"04016019","economy, business and finance/company information/financing and stock offering","New offerings of equity including initial public offerings. "
"04016020","economy, business and finance/company information/government contract","The award of government contracts not related to defence activity "
"04016021","economy, business and finance/company information/global expansion","Planned or actual openings of offices in countries for the first time. "
"04016022","economy, business and finance/company information/insider trading","The purchase or sales of stock by corporate officers or board members. "
"04016023","economy, business and finance/company information/joint venture","Joint ventures between companies. (Not marketing related - see Marketing.) "
"04016024","economy, business and finance/company information/leveraged buyout","Leveraged buyouts. "
"04016025","economy, business and finance/company information/layoffs and downsizing","Planned or actual reductions in the labour force. "
"04016026","economy, business and finance/company information/licensing agreement","Licensing agreements between companies. "
"04016027","economy, business and finance/company information/litigation and regulation","Corporate law including litigation and regulations. "
"04016028","economy, business and finance/company information/management change","Major appointments or changes in management below the level of corporate officer. "
"04016029","economy, business and finance/company information/marketing","Includes news regarding joint marketing agreements between companies, adoption of new product marketing strategies, etc. "
"04016030","economy, business and finance/company information/new product","Announcements of new products. "
"04016031","economy, business and finance/company information/patent, copyright and trademark","News related to patents, copyright and trademarks. "
"04016032","economy, business and finance/company information/plant closing","Announcements of planned or actual plant closings. "
"04016033","economy, business and finance/company information/plant opening","Announcements of planned or actual plant openings. "
"04016034","economy, business and finance/company information/privatisation","Privatisation (privatisation) of state run companies. "
"04016035","economy, business and finance/company information/proxy filing","Filings with regulatory agencies of proxy statements for upcoming shareholder votes. "
"04016036","economy, business and finance/company information/rating","Corporate and sovereign debt and credit ratings (e.g. SandP or Moody's) "
"04016037","economy, business and finance/company information/research and development","Research and expenditure on new product development. "
"04016038","economy, business and finance/company information/quarterly or semiannual financial statement","Availability or contents of quarterly or semi-annual corporate reports. "
"04016039","economy, business and finance/company information/restructuring and recapitalisation","Sale of company units, splits of existing companies into units under a holding company, etc. "
"04016040","economy, business and finance/company information/spin-off","Creation of new companies being spun off from existing companies. "
"04016041","economy, business and finance/company information/stock activity","Announcements of major stock events: splits, block trades, new highs or lows, etc. "
"04016042","economy, business and finance/company information/industrial production","Manufacture of durable and non-durable goods "
"04016043","economy, business and finance/company information/productivity","The cost of labour to produce an item of value, often measured as output per hour per person "
"04016044","economy, business and finance/company information/inventories","Goods not sold and held by the producer, wholesaler or retailer "
"04016045","economy, business and finance/company information/sales","Either the exchange of goods for money, or the practice of discounting prices to increase the amount of goods sold, or to get rid of outdated merchandise "
"04016046","economy, business and finance/company information/corporations","Business enterprises formally licensed with boards of directors and hierarchical structures of governance "
"04016047","economy, business and finance/company information/shareholders","Anyone holding a piece of paper issued by a company which changes in value and entitles them to dividends depending on the performance of the company "
"04016048","economy, business and finance/company information/corporate performance","How well a company performs, measured by its net earnings, its dividends its earnings per share and price/earnings ratio "
"04016049","economy, business and finance/company information/losses","When expenses exceed revenue "
"04016050","economy, business and finance/company information/credit ratings","Formal statements by certain rating agencies such as Standard and Poor's on the investment risk of a company, a country or enterprise "
"04016051","economy, business and finance/company information/stock splits","Issuing multiple shares for one share of stock. Usually occurs when the price of a stock has increased so much that its purchase price is not attractive. A reverse split is when one share is issued for multiple shares, to raise the per share value. "
"04016052","economy, business and finance/company information/stock options","An agreement to either buy or sell a stock when it meets a certain price "
"04016053","economy, business and finance/company information/recalls (products)","A decision by a company to take back or repair a defective product "
"04016054","economy, business and finance/company information/globalization","Doing business around the world "
"04016055","economy, business and finance/company information/consumers","Buyers of goods and services "
"04016056","economy, business and finance/company information/purchase","Items that companies buy, such as raw materials, office supplies etc. "
"04016057","economy, business and finance/company information/new service","New services added by a company, such as new flight routes, etc. "
"04017000","economy, business and finance/economy (general)","Content of a general nature about trade and the economy "
"04017001","economy, business and finance/economy (general)/economic policy","Government directed policy on production, taxes, tariffs and things that affect the direction and health of the economy "
"04018000","economy, business and finance/business (general)","Content of a general nature about business "
"04018001","economy, business and finance/business (general)/institution","Either an established law, practice or system or an organization having a social, religious, educational or similar purpose such as hospital, school, prison "
"04019000","economy, business and finance/finance (general)","Content of a general nature about finance "
"04019001","economy, business and finance/finance (general)/money and monetary policy","Government bank directed policy on the amount of money in circulation and the rate at which it can be loaned "
"05000000","education","All aspects of furthering knowledge of human individuals from birth to death. "
"05001000","education/adult education","Education provided for older students outside the usual age groups of 5-25 "
"05002000","education/further education","Any form of education beyond basic education of several levels "
"05003000","education/parent organisation","Groups of parents set up to support schools "
"05004000","education/preschool","Education for children under the national compulsory education age "
"05005000","education/school","A building or institution in which education of various sorts is provided "
"05005001","education/school/elementary schools","Schools usually of a level from kindergarten through 11 or 12 years of age "
"05005002","education/school/middle schools","Transitional school between elementary and high school, 12 through 13 years of age "
"05005003","education/school/high schools","Pre-college/ university level education, 14 to 17 or 18 years of age, called freshman, sophomore, junior and senior "
"05006000","education/teachers union","Organization of teachers for collective bargaining and other purposes "
"05007000","education/university","Institutions of higher learning capable of providing doctorate degrees "
"05008000","education/upbringing","Lessons learned from parents and others as one grows up "
"05009000","education/entrance examination","Exams for entering colleges, universities, junior and senior high schools, and all other higher and lower education institutes, including cram schools, which help students prepare for exams for entry to prestigious schools. "
"05010000","education/teaching and learning","Either end of the education equation "
"05010001","education/teaching and learning/students","People of any age in a structured environment, not necessarily a classroom, in order to learn something "
"05010002","education/teaching and learning/teachers","People with knowledge who can impart that knowledge to others "
"05010003","education/teaching and learning/curriculum","The courses offered by a learning institution and the regulation of those courses "
"05010004","education/teaching and learning/test/examination","A measurement of student accomplishment "
"05011000","education/religious education","Instruction by any faith, in that faith or about other faiths, usually, but not always, conducted in schools run by religious bodies "
"05011001","education/religious education/parochial school","A school run by the Roman Catholic faith "
"05011002","education/religious education/seminary","A school of any faith specifically designed to train ministers "
"05011003","education/religious education/yeshiva","A school for training rabbis "
"05011004","education/religious education/madrasa","A school for teaching Islam "
"06000000","environmental issue","All aspects of protection, damage, and condition of the ecosystem of the planet earth and its surroundings. "
"06001000","environmental issue/renewable energy","Environmental impact of renewable energy, including solar, wind, hydro, biomass and geothermal "
"06002000","environmental issue/conservation","Preservation of wilderness areas, flora and fauna, including species extinction "
"06002001","environmental issue/conservation/endangered species","Those species of wildlife in danger of disappearing, largely because of changes in environment, hunting, or weather "
"06002002","environmental issue/conservation/ecosystem","A system of plants, animals and bacteria interrelated in its physical/chemical environment "
"06003000","environmental issue/energy saving","Conservation of electrical, and other power sources "
"06004000","environmental issue/environmental politics","The debate on environmental policy "
"06005000","environmental issue/environmental pollution","Corruption of air, water, land etc. by harmful substances "
"06005001","environmental issue/environmental pollution/air pollution","Solid or gaseous matter affecting the quality of air that we breathe "
"06005002","environmental issue/environmental pollution/water pollution","Solids or liquids that corrupt the quality of water that could be used for drinking or irrigation "
"06006000","environmental issue/natural resources","Stories about the environmental issues related to the exploitation of natural resources for human use "
"06006001","environmental issue/natural resources/land resources","That portion of a nation or state that is above water and available for development either for profit or for the general good of the public "
"06006002","environmental issue/natural resources/parks","Areas set aside and developed for public enjoyment and recreation, including commercial development such as theme parks "
"06006003","environmental issue/natural resources/forests","Open areas of trees either available for public enjoyment, or for commercial purposes "
"06006004","environmental issue/natural resources/wetlands","Areas generally marshy and not either under water or dry land. Often related to aquifers for water quality and/or wildlife "
"06006005","environmental issue/natural resources/mountains","Elevated land masses formed over the ages either by erosion, volcanic eruption, or movement of massive geographical formations called plates "
"06006006","environmental issue/natural resources/rivers","Moving water areas bounded by land that extend from earth sources and meander through land areas to join with other water areas. In smaller forms they are creeks, rivulets, streams etc "
"06006007","environmental issue/natural resources/oceans","Salt water masses separating continents or other major geographical masses. smaller forms are seas or lakes or ponds "
"06006008","environmental issue/natural resources/wildlife","All forms of animal life that have not been domesticated "
"06006009","environmental issue/natural resources/energy resources","Such resources as coal, gas, wind, sunlight etc., used to generate heat, electricity and power "
"06007000","environmental issue/nature","Taken as a whole the natural environment of flora and fauna "
"06007001","environmental issue/nature/invasive species","Non-native plants, animals and other organisms that tend to take over native species "
"06008000","environmental issue/population","People and their growth and development within a natural setting "
"06009000","environmental issue/waste","Environmental impact of waste, including recycling efforts "
"06010000","environmental issue/water","Environmental issues about bodies of water, including oceans, lakes, streams and reservoirs, as well as ice, glaciers and forms of precipitation "
"06011000","environmental issue/global warming","All issues relating to global warming including temperature research, remote sensing on temperature trends, debate on global warming, ways to reduce emissions and carbon trading. "
"06012000","environmental issue/hazardous materials","Materials that are harmful to humans or animals if they are exposed to them. Includes radiation, poison gases, chemicals, heavy metals, PCBs, and certain plant products "
"06013000","environmental issue/environmental cleanup","Processes whereby contaminated areas are cleaned of hazardous materials so they can be inhabited again by either people or animals. "
"07000000","health","All aspects pertaining to the physical and mental welfare of human beings. "
"07001000","health/disease","Any harmful or destructive condition "
"07001001","health/disease/communicable diseases","Diseases that can be transmitted from one person or animal to another "
"07001002","health/disease/virus diseases","Diseases caused by infection within cells by viruses "
"07001003","health/disease/virus diseases/AIDS","Acquired Immunity Deficiency Syndrome, an incurable disease caused by the human immunodeficiency virus "
"07001004","health/disease/cancer","A serious and often fatal disease caused when normal cells mutate into tumours "
"07001005","health/disease/heart disease","A degenerative and serious disease caused by narrowing of the arteries feeding the heart "
"07001006","health/disease/alzheimer's disease","A disorder of the brain leading to dementia "
"07001007","health/disease/animal diseases","Disorders affecting animals that do not necessarily endanger humans "
"07001008","health/disease/plant diseases","Disorders affecting plants caused either by parasites or environmental factors "
"07001009","health/disease/retrovirus","A family of RNA viruses such as those causing leukaemia and AIDS "
"07002000","health/epidemic and plague","An epidemic is a rapidly spreading condition in a community and a plague is usually a deadly disease of epidemic proportions "
"07003000","health/health treatment","In general treatment of diseases and other conditions to produce wellness "
"07003001","health/health treatment/prescription drugs","Drugs that can be purchased only with a doctor's authorization "
"07003002","health/health treatment/dietary supplements","Nutrients taken in addition to food to bolster health "
"07003003","health/health treatment/diet","Controlled food consumption "
"07003004","health/health treatment/medical procedure/test","Any of a variety of treatments such as stress tests, catheterization, blood tests, computerised axial tomography scan or magnetic resonance imaging "
"07003005","health/health treatment/therapy","Treatment of physical, mental or medical conditions by non-surgical means "
"07004000","health/health organisations","Includes stories about specific health organizations, including professional associations, non-profits and international groups "
"07005000","health/medical research","Investigation into the causes and cures of diseases "
"07006000","health/medical staff","Doctors, nurses, interns and others in a medical facility "
"07006001","health/medical staff/primary care physician","Patient's basic health care doctor - first point of call for all health related problems "
"07006002","health/medical staff/health-workers union","Issues involving industry groups for doctors, nurses, health workers etc. "
"07007000","health/medicine","A substance used with the expectation that it will eliminate disease or illness "
"07007001","health/medicine/herbal","Treatment based on the use of herbs and other plants to cure or alleviate disease symptoms "
"07007002","health/medicine/holistic","Treatment of the whole person including mental and social factors rather than just the symptoms of the disease. "
"07007003","health/medicine/western","The practice of diagnosis, treatment and prevention of disease based on modern scientific research in the western hemisphere. "
"07007004","health/medicine/traditional Chinese","The practice of diagnosis, treatment and prevention of disease based on traditional methods developed in the orient. "
"07008000","health/preventative medicine","Substances used to prevent diseases or illnesses "
"07008001","health/preventative medicine/vaccines","Medications designed to create immunity to diseases "
"07009000","health/injury","A traumatic condition of the human body caused usually by outside forces "
"07010000","health/hospital and clinic","Medical facilities for the treatment of illnesses and injury "
"07011000","health/government health care","Health care provided by national governments "
"07011001","health/government health care/medicare","A program of the U.S. government to provide health care to senior citizens "
"07011002","health/government health care/medicaid","A program of the U.S. government to provide health care to needy citizens of all ages "
"07012000","health/private health care","Health care provided by privately funded or insured organizations "
"07013000","health/healthcare policy","Health-related policy decisions including what different countries are doing regarding prescription drug policies, AIDS, psychiatric care, health care funding and related topics. "
"07013001","health/healthcare policy/food safety","Issues relating to food cleanliness and contamination "
"07014000","health/medical specialisation","The different medical specialist areas. "
"07014001","health/medical specialisation/geriatric","Research into aging and age-related issues including age-related illnesses, medical research, trends, geriatric medicine and related topics like age discrimination and health insurance for an ageing population. "
"07014002","health/medical specialisation/pediatrics","Research and medicine specifically for the young - includes premature babies, infant care, childhood disease and treatment - also teen-related health and behaviour problems. "
"07014003","health/medical specialisation/reproduction","Reproductive technologies like invitro fertilization and cloning as well as related debates. Sexual development matters and sexually transmitted diseases would also fall under this category. "
"07014004","health/medical specialisation/genetics","The science and research into genetic-base disease and cures for disease. This would include proteomics (the study of what proteins are produced by which genes and what those proteins do), general genetics and stem-cell research. "
"07014005","health/medical specialisation/obstetrics/gynecology","Specialty of female reproductive organs "
"07015000","health/medical service","Medical support for doctors, including blood tests and other medical tests on individuals, X-rays CAT scans MRIs etc. "
"07016000","health/physical fitness","The condition of a person's cardio-vascular and muscular health. "
"07017000","health/illness","Non-specific maladies such as stomach aches, headaches, flat feet, lumbago "
"07017001","health/illness/mental illness","Those illnesses affecting the mind "
"07017002","health/illness/eating disorder","Anorexia, bulimia, overeating and similar illnesses "
"07017003","health/illness/obesity","A condition of body weight generally considered 20 percent above the norm for gender, age, height and bone structure "
"07018000","health/medical conditions","Various stages of disease, illness or injury "
"07019000","health/patient","Issues which affect population in general as attendees at hospitals or doctors' surgeries. "
"08000000","human interest","Lighter items about individuals, groups, animals or objects. "
"08001000","human interest/animal","Animals of all types "
"08002000","human interest/curiosity","Content of an unusual nature that can raise questions or amuse "
"08003000","human interest/people","Unusual content about people of all levels "
"08003001","human interest/people/advice","Letters and answers about personal problems that are publishable "
"08003002","human interest/people/celebrity","Celebrity news, i.e. Madonna has a baby, Elton John sues his accountants etc. "
"08003003","human interest/people/accomplishment","Achievements by individuals or groups, such as charitable fundraising, winning a competitive contest etc "
"08003004","human interest/people/human mishap","Stories arising from silly/stupid human errors e.g. like forgetting to tie one end of a bungee cord "
"08003005","human interest/people/fortune-telling","The forecasting of future events or the delineation of character by methods not ordinarily considered to have a rational basis "
"08004000","human interest/mystery","Something unexplained or unknown "
"08005000","human interest/society","Stories of well-known people "
"08005001","human interest/society/ceremony","Rituals of a non-religious nature such as dedications, wreath layings, ship launchings etc "
"08005002","human interest/society/death","The human interest aspects of the demise of a person "
"08005003","human interest/society/funeral","The ceremony to intern the remains of a person "
"08005004","human interest/society/estate bestowal","The distribution of the estate of a person according to their will and any disagreements between the heirs "
"08005005","human interest/society/memorial","Commemorative ceremony or object - plaque, statue etc - in remembrance of a person. "
"08006000","human interest/award and prize","Decorations, awards and prizes, including those given by the government. "
"08006001","human interest/award and prize/record","Non-sport achievement by an individual or group that sets a new record, such as most books read, holding your breath longest "
"08007000","human interest/imperial and royal matters","Imperial and royal family members, including matters on legal systems. "
"08008000","human interest/plant","An organism of the kind exemplified by trees, shrubs, grasses, ferns, and mosses, typically growing in a permanent site "
"09000000","labour","Social aspects, organizations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed. "
"09001000","labour/apprentices","People who are in the work force at a learning level, serving under a master "
"09002000","labour/collective contract","Usually written contracts covering a specific class of worker "
"09002001","labour/collective contract/contract issue-wages","Element of contracts and contract discussions centring on remuneration "
"09002002","labour/collective contract/contract issue-healthcare","Element of contracts and contract discussions centring on health care issues "
"09002003","labour/collective contract/contract issue-work rules","Element of contracts and contract discussions centring on rules affecting issues such as lunch and other breaks, work shifts, vacation scheduling, seniority, sick leave etc. "
"09003000","labour/employment","Paid labour "
"09003001","labour/employment/labor market","A pool of people who are working or are seeking work "
"09003002","labour/employment/job layoffs","The reduction of a company's work force through dismissal because of changing economic factors "
"09003003","labour/employment/child labor","Employment of children, usually under the age of 18 "
"09003004","labour/employment/occupations","Generally one's trade, profession or business although professions are usually such things as lawyers and doctors, and occupations are such as clerks or truckers "
"09004000","labour/labour dispute","Differences of opinion about work conditions, pay, etc "
"09005000","labour/labour legislation","Laws governing work and labour "
"09006000","labour/retirement","The years after work "
"09007000","labour/retraining","Providing a worker training in new skills when his old skills are no longer applicable "
"09008000","labour/strike","A job action involving cessation of work "
"09009000","labour/unemployment","Lack of paid work "
"09010000","labour/unions","Groups established to represent bodies of workers "
"09011000","labour/wage and pension","Parts of a salary divided for current income and future income "
"09011001","labour/wage and pension/employee benefits","Either benefits provided to an employee by a company, such as pensions, health insurance; or monetary compensation paid by a government to the jobless usually called unemployment benefits "
"09011002","labour/wage and pension/social security","FICA. Money paid by individual and companies into a government account to be paid out when that individual reaches a certain age "
"09012000","labour/work relations","The give and take between management and labour "
"09013000","labour/health and safety at work","Rules and procedures for guaranteeing the health of workers "
"09014000","labour/advanced training","Additional training to enhance current skills "
"09015000","labour/employer","The person who employs workers and pays the salaries and other benefits to workers "
"09016000","labour/employee","A person who trades his time and talent for money and other benefits "
"10000000","lifestyle and leisure","Activities undertaken for pleasure, relaxation or recreation outside paid employment, including eating and travel. "
"10001000","lifestyle and leisure/game","Contests generally for ones amusement "
"10001001","lifestyle and leisure/game/Go","A strategic, deterministic Chinese board game played by alternately placing stones on a grid "
"10001002","lifestyle and leisure/game/chess","A game played on a chequered board with 16 pieces to each side with specific ranges of movement depending on their identity "
"10001003","lifestyle and leisure/game/bridge","A card game of four players who bet on the hands of each other, developed from Russian whist "
"10001004","lifestyle and leisure/game/shogi","A strategic board games which is native to Japan and is often called Japanese chess "
"10002000","lifestyle and leisure/gaming and lottery","Gambling, often involving selection of sets of numbers one expects to come up "
"10003000","lifestyle and leisure/gastronomy","The art of good eating "
"10003001","lifestyle and leisure/gastronomy/organic foods","Food which is grown using no artificial fertilizers or chemical compounds "
"10004000","lifestyle and leisure/hobby","Various types of activities for amusement, such as collecting stamps, building models, quilting, crafts "
"10004001","lifestyle and leisure/hobby/DIY","DIY - do it yourself. Normally the construction, repair or maintenance of residential property by an amateur "
"10004002","lifestyle and leisure/hobby/shopping","Consumer purchasing and related trends, but not the business aspects of retailing "
"10004003","lifestyle and leisure/hobby/gardening","The non-commercial aspects of landscaping, growing plants, trees and other vegetation that gives pleasure to the gardener and others "
"10005000","lifestyle and leisure/holiday or vacation","Leisure travel to a single location and/or country over a short period of time "
"10006000","lifestyle and leisure/tourism","Leisure travel involving visits to a number of locations and/or countries over an extended period of time, often as part of an organized group "
"10007000","lifestyle and leisure/travel and commuting","Transport options, travel networks, commuting, car pooling and business travel "
"10007001","lifestyle and leisure/travel and commuting/traffic","Traffic reports and/or warnings "
"10008000","lifestyle and leisure/club and association","Organizations joined by individuals because of similar interests "
"10009000","lifestyle and leisure/lifestyle (house and home)","Unique culture of ones own home "
"10010000","lifestyle and leisure/leisure (general)","Activities carried out in ones' spare time "
"10011000","lifestyle and leisure/public holiday","A day or days set off for celebration "
"10012000","lifestyle and leisure/hunting","An activity involving the use of weapons or traps for the capturing of animals "
"10013000","lifestyle and leisure/fishing","An activity involving the use of baits, lures, weapons and traps for the capture of aquatic species "
"10014000","lifestyle and leisure/auto trends","The evolution of the automobile "
"10015000","lifestyle and leisure/adventure","Expeditions, daring feats, exploration, record-breaking, risk-associated events "
"10016000","lifestyle and leisure/beauty","Issues relating to improving one's appearance and attractiveness, including reviews of beauty products "
"10017000","lifestyle and leisure/consumer issue","Shopping, products for the home, relevant surveys, product recalls "
"10018000","lifestyle and leisure/wedding","The marriage ceremony and the events that surround it - showers, rehearsal, parties, honeymoon, etc. "
"11000000","politics","Local, regional, national and international exercise of power, or struggle for power, and the relationships between governing bodies and states. "
"11001000","politics/defence","Anything involving the defence of one's own country "
"11001001","politics/defence/veterans affairs","Care and provision for those who served in the military "
"11001002","politics/defence/national security","The philosophy of securing a nation and its borders, as well as the well being of its citizens "
"11001003","politics/defence/security measures","Means of making a nation, a state, a building or a person secure from harm and outside interference. "
"11001004","politics/defence/armed Forces","Those employed by a government to conduct war, or to enforce the security of a nation "
"11001005","politics/defence/military equipment","Equipment issued to members of the armed forces "
"11001006","politics/defence/firearms","Anything that uses an explosive in a directed manner to propel an object that can maim or kill "
"11001007","politics/defence/biological and chemical weapons","Devices using biological agents, or chemical mixtures to disable, maim or kill an opponent "
"11001008","politics/defence/missile systems","Anything that propels an inert, explosive, biological or chemical object through the air with the aim of disabling, maiming or killing an opponent. "
"11001009","politics/defence/nuclear weapons","Weapons that use controlled radioactivity from the decay of certain elements to disable, maim or kill an opponent "
"11002000","politics/diplomacy","The use of verbal and written skills for persuading others to your point of view "
"11002001","politics/diplomacy/summit","Includes meetings of leaders, foreign and finance ministers from the Group of Eight major nations and Group of Seven industrialized nations. "
"11002002","politics/diplomacy/international relations","Non-violent relations between nations through negotiation, treaty, or personal meetings "
"11002003","politics/diplomacy/peace negotiations","Negotiations intended to bring an end to a conflict "
"11002004","politics/diplomacy/alliances","Coalitions of like-minded groups formed to present a stronger force against any challenges "
"11003000","politics/election","The selection of representatives by the casting of votes "
"11003001","politics/election/political candidates","Individuals who are chosen to stand for office "
"11003002","politics/election/political campaigns","Campaigns for public office "
"11003003","politics/election/campaign finance","The money that makes campaigns for public office possible "
"11003004","politics/election/national elections","Choosing individuals for government at a national level "
"11003005","politics/election/regional elections","Choosing individuals for government at a regional level "
"11003006","politics/election/local elections","Choosing individuals for government at the basic level, whether city, village or county "
"11003007","politics/election/voting","The act of selecting an individual you would like to represent your interests in government "
"11003008","politics/election/poll","Periodic measurement of a political candidate's standing with the public "
"11003009","politics/election/european elections","Choosing individuals for a body which is at a higher level than national government, e.g. European parliament "
"11003010","politics/election/primary","Preliminary elections on a local or regional basis leading up to a regional or national election "
"11004000","politics/espionage and intelligence","Covert collection of information "
"11005000","politics/foreign aid","Help provided by one nation to another "
"11005001","politics/foreign aid/economic sanction","Punitive actions taken by one country against another including trade restrictions, embargoes etc. "
"11006000","politics/government","The system for ruling a country "
"11006001","politics/government/civil and public service","The paid service by civilians for the government, and the often non-paid service of individuals for the benefit of others (public service) "
"11006002","politics/government/safety of citizens","Government policies to protect the well being of its citizens "
"11006003","politics/government/think tank","Group that undertakes political research and issue position papers, recommendations etc "
"11006004","politics/government/national government","The ruling body of a nation "
"11006005","politics/government/executive (government)","That portion of a ruling body involving the overall operation of government "
"11006006","politics/government/heads of state","Symbolic or actual chief representative of a nation, such as royalty, or president or emir, for example "
"11006007","politics/government/government departments","Divisions of a government that concentrate on specific areas such as health, welfare, economy or war "
"11006008","politics/government/public officials","Individuals, usually elected, who are in public service or commonly in the public eye. "
"11006009","politics/government/ministers (government)","Heads of various government departments at one level, also known as secretaries. At another level they form a legislative body. The chief minister is either prime minister or premier. "
"11006010","politics/government/public employees","People employed by a government at all levels "
"11006011","politics/government/privatisation","The privatisation of state-owned companies or property "
"11006012","politics/government/nationalisation","State takeover of private companies or property "
"11006013","politics/government/impeachment","The process of bringing a public official before a tribunal to answer charges of wrongdoing "
"11007000","politics/human rights","Rights entitled to be enjoyed by all citizens universally "
"11008000","politics/local authority","Authorities at city, county state or borough level "
"11009000","politics/parliament","The collective body of elected officials representing the people "
"11009001","politics/parliament/upper house","Senior chamber of a legislative body "
"11009002","politics/parliament/lower house","The lower chamber of a legislative body "
"11010000","politics/parties and movements","Covers both formally recognized and informal political associations "
"11010001","politics/parties and movements/non government organizations (NGO)","Groups officially outside of government that lobby, demonstrate or campaign on a wide range of issues such as economics, environment healthcare etc. "
"11011000","politics/refugee","A person seeking shelter in another country because of some fear of persecution in his own country "
"11012000","politics/regional authority","Government bodies at levels encompassing more than one jurisdiction, e.g. the Delaware River Basin Commission "
"11013000","politics/state budget and tax","The national budget as promulgated by the government "
"11013001","politics/state budget and tax/public finance","The money of government used for paying for public programs and services and public debt "
"11014000","politics/treaty and international organisation-DEPRECATED","NA"
"11014001","politics/treaty and international organisation-DEPRECATED/international relations-DEPRECATED","NA"
"11014002","politics/treaty and international organisation-DEPRECATED/peace negotiations-DEPRECATED","NA"
"11014003","politics/treaty and international organisation-DEPRECATED/alliances-DEPRECATED","NA"
"11015000","politics/constitution","Usually a written document setting forth the operations of a government and the rights of the citizens therein "
"11016000","politics/interior policy","Government policies affecting internal affairs of a country "
"11016001","politics/interior policy/data protection","Efforts to protect personal information in either written, oral or electronic form "
"11016002","politics/interior policy/housing and urban planning","Systematic planning of urban and suburban areas and the housing within those areas "
"11016003","politics/interior policy/pension and welfare","Government policies affecting the well being of its citizens through unemployment benefits, state pensions and other similar payments "
"11016004","politics/interior policy/personal weapon control","Government control of personal ownership of firearms and other offensive weapons, including control of weapons used for sports through licenses and other means "
"11016005","politics/interior policy/indigenous people","Government policies toward indigenous peoples "
"11016006","politics/interior policy/personal data collection","The collection, by government or other entities of information on individuals "
"11016007","politics/interior policy/planning inquiries","Public hearings or planning inquiries on proposed constructions, e.g. Construction of water driven power station in a National Park. "
"11017000","politics/migration","Movement of one body of persons from one place to another "
"11018000","politics/citizens initiative and recall","Political suggestions by non-government officials for corrective action, or for changes in existing rules and regulations "
"11019000","politics/referenda","Political proposals, laws and actions suggested by non-government officials to be voted on by the entire voting body "
"11020000","politics/nuclear policy","Government policies as regards to use of nuclear fuels for power production or weapons "
"11021000","politics/lobbying","The attempt by non-government bodies and individual to affect the outcome of legislation through verbal, or other, persuasion "
"11022000","politics/regulatory policy and organisation","The rules and bodies, both national and international, that govern conflict of interest and good practice regulations. "
"11023000","politics/censorship","Attempts by any group to control freedoms of speech, religion, and ideas distributed in print, graphics, cyberspace and other ways. Does not include official standards such as cinema ratings, advertising and broadcast standards. "
"11024000","politics/politics (general)","The art or science of participating in the affairs of government, a state of political party "
"11024001","politics/politics (general)/political systems","Systems designed to provide order to government "
"11024002","politics/politics (general)/democracy","Government in which the people hold the power either directly, or through elected officials. "
"11024003","politics/politics (general)/political development","The creation and rise of political systems and the history of the people and nations that are associated with those systems. "
"11025000","politics/freedom of the press","Mass media rights and freedoms, pressure and intimidation of the journalists, censorship in mass media, activities of government bodies, journalistic associations and/or organizations and other NGOs in regards to press freedom "
"11026000","politics/freedom of religion","Religious rights and freedoms, pressure and intimidation of the believers, censorship in mass media, activities of government bodies, journalistic associations and/or organizations and other NGOs in regards to freedom of belief and practice "
"11027000","politics/treaty","A treaty (as defined by the Vienna Convention on the Law of Treaties) is a written agreement between international entities that is binding under international law. "
"11028000","politics/international organisation","Includes organisations with members and functions that cross international borders, and may include intergovernmental organisations of sovereign nations. "
"12000000","religion and belief","All aspects of human existence involving theology, philosophy, ethics and spirituality. "
"12001000","religion and belief/cult and sect","Offshoots of established religious bodies, or small narrow-focused group promulgated by one or two individuals "
"12002000","religion and belief/belief (faith)","The established beliefs of an individuals religion "
"12002001","religion and belief/belief (faith)/unificationism","The belief system of members of the Unification Church established by the Rev. Sun Myung Moon. "
"12002002","religion and belief/belief (faith)/scientology","Believe that man is a spiritual being endowed with abilities well beyond those which he normally envisages; he's able to solve his own problems, accomplish his goals and gain lasting happiness. "
"12003000","religion and belief/freemasonry","A secret international society based on the principles of brotherhood, charity and mutual aid "
"12004000","religion and belief/religion-DEPRECATED","NA"
"12004001","religion and belief/religion-DEPRECATED/christianity-DEPRECATED","NA"
